txn_id,trade_ref_no,split_seq_no,advisor_sid,acct_key,product_id,month_id,trade_dt,proc_dt,days_to_process,credited_amt,non_credited_amt,pre_split_amt,split_pct,reason_cd,is_credited,standard_rate_bps,client_rate_bps,discount_amt,eff_disc_pct,grid_reduction,rpg,concession_type,file_key,trade_description
100011|1|V000001,100011,1,V000001,1618,PRDP|,202604,2026-04-18 00:00:00,2026-04-18 00:00:00,5,1251.19,0.00,1471.99,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Cash Management – Premium Deposits
100012|1|V000001,100012,1,V000001,1611,PRDP|,202604,2026-04-16 00:00:00,2026-04-16 00:00:00,1,1739.78,0.00,2046.80,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG002,STD,daily_trade_details,Cash Management – Premium Deposits
100013|1|V000001,100013,1,V000001,1632,PCS|,202604,2026-04-26 00:00:00,2026-04-26 00:00:00,5,2465.65,0.00,2900.76,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Referrals & Revenue Share – Situational Partnership
100014|1|V000001,100014,1,V000001,1632,PCS|,202604,2026-04-10 00:00:00,2026-04-10 00:00:00,4,1901.51,0.00,2237.07,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Referrals & Revenue Share – Situational Partnership
100015|1|V000001,100015,1,V000001,1611,529T|,202604,2026-04-28 00:00:00,2026-04-28 00:00:00,2,2035.16,0.00,2394.30,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG002,STD,daily_trade_details,529 Plans
100016|1|V000001,100016,1,V000001,1625,529T|,202604,2026-04-15 00:00:00,2026-04-15 00:00:00,1,2272.34,0.00,2673.35,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG004,STD,daily_trade_details,529 Plans
100017|1|V000001,100017,1,V000001,1653,DAF|,202604,2026-04-17 00:00:00,2026-04-17 00:00:00,2,1249.16,0.00,1469.60,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,Donor Advised Funds
100018|1|V000001,100018,1,V000001,1639,DAF|,202604,2026-04-21 00:00:00,2026-04-21 00:00:00,1,858.57,0.00,1010.09,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Donor Advised Funds
100019|1|V000001,100019,1,V000001,1646,STRT|,202604,2026-04-24 00:00:00,2026-04-24 00:00:00,2,2248.41,0.00,2645.18,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Structured Products
100020|1|V000001,100020,1,V000001,1597,STRT|,202604,2026-04-20 00:00:00,2026-04-20 00:00:00,1,917.46,0.00,1079.37,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG000,STD,daily_trade_details,Structured Products
100021|1|V000001,100021,1,V000001,1604,ELIS|EQ,202604,2026-04-24 00:00:00,2026-04-24 00:00:00,5,732.78,0.00,862.09,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG001,STD,daily_trade_details,Equities
100022|1|V000001,100022,1,V000001,1618,ELIS|EQ,202604,2026-04-11 00:00:00,2026-04-11 00:00:00,3,1402.61,0.00,1650.13,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Equities
100023|1|V000001,100023,1,V000001,1597,ELIS|OP,202604,2026-04-24 00:00:00,2026-04-24 00:00:00,1,787.16,0.00,926.07,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG000,STD,daily_trade_details,Options
100024|1|V000001,100024,1,V000001,1646,ELIS|OP,202604,2026-04-23 00:00:00,2026-04-23 00:00:00,2,2403.21,0.00,2827.31,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Options
100025|1|V000001,100025,1,V000001,1639,FCXX|,202604,2026-04-25 00:00:00,2026-04-25 00:00:00,3,2404.79,0.00,2829.17,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Fixed Income – Corporate Bonds
100026|1|V000001,100026,1,V000001,1639,FCXX|,202604,2026-04-10 00:00:00,2026-04-10 00:00:00,3,1372.38,0.00,1614.56,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Fixed Income – Corporate Bonds
100027|1|V000001,100027,1,V000001,1632,FMXX|,202604,2026-04-04 00:00:00,2026-04-04 00:00:00,4,1479.48,0.00,1740.56,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Fixed Income – Municipal Bonds
100028|1|V000001,100028,1,V000001,1632,FMXX|,202604,2026-04-14 00:00:00,2026-04-14 00:00:00,1,2402.96,0.00,2827.01,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Fixed Income – Municipal Bonds
100029|1|V000001,100029,1,V000001,1660,FGXX|,202604,2026-04-01 00:00:00,2026-04-01 00:00:00,3,2287.40,0.00,2691.05,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Fixed Income – Government Bonds
100030|1|V000001,100030,1,V000001,1653,FGXX|,202604,2026-04-14 00:00:00,2026-04-14 00:00:00,3,2449.94,0.00,2882.29,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,Fixed Income – Government Bonds
100031|1|V000001,100031,1,V000001,1611,FCCD|,202604,2026-04-19 00:00:00,2026-04-19 00:00:00,2,751.24,0.00,883.81,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG002,STD,daily_trade_details,Cash Management – Brokered CDs
100032|1|V000001,100032,1,V000001,1646,FCCD|,202604,2026-04-11 00:00:00,2026-04-11 00:00:00,3,1566.48,0.00,1842.92,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Cash Management – Brokered CDs
100033|1|V000001,100033,1,V000001,1646,LIFE|,202604,2026-04-16 00:00:00,2026-04-16 00:00:00,4,2522.97,0.00,2968.20,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Life & Annuities — LIFE
100034|1|V000001,100034,1,V000001,1611,LIFE|,202604,2026-04-05 00:00:00,2026-04-05 00:00:00,5,1985.38,0.00,2335.74,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG002,STD,daily_trade_details,Life & Annuities — LIFE
100035|1|V000001,100035,1,V000001,1646,LEND|SBL,202604,2026-04-21 00:00:00,2026-04-21 00:00:00,1,723.31,0.00,850.95,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Lending – Security Based Lending
100036|1|V000001,100036,1,V000001,1653,LEND|SBL,202604,2026-04-27 00:00:00,2026-04-27 00:00:00,1,377.79,0.00,444.46,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,Lending – Security Based Lending
100037|1|V000001,100037,1,V000001,1597,EDK|,202604,2026-04-08 00:00:00,2026-04-08 00:00:00,1,1248.50,0.00,1468.83,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG000,STD,daily_trade_details,Referrals & Revenue Share – Everyday 401K
100038|1|V000001,100038,1,V000001,1611,EDK|,202604,2026-04-12 00:00:00,2026-04-12 00:00:00,1,321.03,0.00,377.68,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG002,STD,daily_trade_details,Referrals & Revenue Share – Everyday 401K
100039|1|V000001,100039,1,V000001,1660,OIS1|,202605,2026-05-30 00:00:00,2026-05-30 00:00:00,4,1828.61,0.00,2151.31,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Managed Accounts — OIS1
100040|1|V000001,100040,1,V000001,1646,OIS1|,202605,2026-05-14 00:00:00,2026-05-14 00:00:00,1,347.95,0.00,409.35,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Managed Accounts — OIS1
100041|1|V000001,100041,1,V000001,1597,JPMC|,202605,2026-05-10 00:00:00,2026-05-10 00:00:00,1,1570.78,0.00,1847.97,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG000,STD,daily_trade_details,Managed Accounts — JPMC
100042|1|V000001,100042,1,V000001,1653,JPMC|,202605,2026-05-26 00:00:00,2026-05-26 00:00:00,2,2246.22,0.00,2642.61,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,Managed Accounts — JPMC
100043|1|V000001,100043,1,V000001,1604,MAP|,202605,2026-05-08 00:00:00,2026-05-08 00:00:00,2,2495.92,0.00,2936.37,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG001,STD,daily_trade_details,Managed Accounts — MAP
100044|1|V000001,100044,1,V000001,1660,MAP|,202605,2026-05-09 00:00:00,2026-05-09 00:00:00,4,1563.73,0.00,1839.68,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Managed Accounts — MAP
100045|1|V000001,100045,1,V000001,1604,ITMF|,202605,2026-05-19 00:00:00,2026-05-19 00:00:00,2,1198.55,0.00,1410.06,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG001,STD,daily_trade_details,Trails – Life & Annuities — ITMF
100046|1|V000001,100046,1,V000001,1618,ITMF|,202605,2026-05-03 00:00:00,2026-05-03 00:00:00,1,1024.59,0.00,1205.40,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Trails – Life & Annuities — ITMF
100047|1|V000001,100047,1,V000001,1604,MMKT|,202605,2026-05-16 00:00:00,2026-05-16 00:00:00,1,1275.26,0.00,1500.31,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG001,STD,daily_trade_details,Cash Management – Money Market Funds
100048|1|V000001,100048,1,V000001,1597,MMKT|,202605,2026-05-28 00:00:00,2026-05-28 00:00:00,4,1983.62,0.00,2333.67,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG000,STD,daily_trade_details,Cash Management – Money Market Funds
100049|1|V000001,100049,1,V000001,1632,PRDP|,202605,2026-05-04 00:00:00,2026-05-04 00:00:00,5,1657.52,0.00,1950.03,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Cash Management – Premium Deposits
100050|1|V000001,100050,1,V000001,1597,PRDP|,202605,2026-05-23 00:00:00,2026-05-23 00:00:00,5,857.46,0.00,1008.78,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG000,STD,daily_trade_details,Cash Management – Premium Deposits
100051|1|V000001,100051,1,V000001,1646,PCS|,202605,2026-05-22 00:00:00,2026-05-22 00:00:00,3,955.84,0.00,1124.52,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Referrals & Revenue Share – Situational Partnership
100052|1|V000001,100052,1,V000001,1653,PCS|,202605,2026-05-01 00:00:00,2026-05-01 00:00:00,2,0.00,1651.94,1943.45,0.85,9E,false,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,Referrals & Revenue Share – Situational Partnership
100053|1|V000001,100053,1,V000001,1660,529T|,202605,2026-05-27 00:00:00,2026-05-27 00:00:00,4,653.75,0.00,769.12,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,529 Plans
100054|1|V000001,100054,1,V000001,1604,529T|,202605,2026-05-19 00:00:00,2026-05-19 00:00:00,4,1022.93,0.00,1203.45,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG001,STD,daily_trade_details,529 Plans
100055|1|V000001,100055,1,V000001,1653,DAF|,202605,2026-05-05 00:00:00,2026-05-05 00:00:00,1,1100.18,0.00,1294.33,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,Donor Advised Funds
100056|1|V000001,100056,1,V000001,1653,DAF|,202605,2026-05-04 00:00:00,2026-05-04 00:00:00,4,2085.06,0.00,2453.01,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,Donor Advised Funds
100057|1|V000001,100057,1,V000001,1618,STRT|,202605,2026-05-25 00:00:00,2026-05-25 00:00:00,5,2306.97,0.00,2714.08,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Structured Products
100058|1|V000001,100058,1,V000001,1660,STRT|,202605,2026-05-01 00:00:00,2026-05-01 00:00:00,3,1254.85,0.00,1476.30,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Structured Products
100059|1|V000001,100059,1,V000001,1646,ELIS|EQ,202605,2026-05-31 00:00:00,2026-05-31 00:00:00,4,1478.38,0.00,1739.27,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Equities
100060|1|V000001,100060,1,V000001,1639,ELIS|EQ,202605,2026-05-13 00:00:00,2026-05-13 00:00:00,1,752.65,0.00,885.47,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Equities
100061|1|V000001,100061,1,V000001,1660,ELIS|OP,202605,2026-05-03 00:00:00,2026-05-03 00:00:00,1,1013.65,0.00,1192.53,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Options
100062|1|V000001,100062,1,V000001,1625,ELIS|OP,202605,2026-05-21 00:00:00,2026-05-21 00:00:00,2,677.62,0.00,797.20,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG004,STD,daily_trade_details,Options
100063|1|V000001,100063,1,V000001,1639,FCXX|,202605,2026-05-01 00:00:00,2026-05-01 00:00:00,3,1064.35,0.00,1252.18,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Fixed Income – Corporate Bonds
100064|1|V000001,100064,1,V000001,1646,FCXX|,202605,2026-05-05 00:00:00,2026-05-05 00:00:00,1,1167.28,0.00,1373.27,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Fixed Income – Corporate Bonds
100065|1|V000001,100065,1,V000001,1611,FMXX|,202605,2026-05-17 00:00:00,2026-05-17 00:00:00,4,1336.45,0.00,1572.29,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG002,STD,daily_trade_details,Fixed Income – Municipal Bonds
100066|1|V000001,100066,1,V000001,1604,FMXX|,202605,2026-05-03 00:00:00,2026-05-03 00:00:00,5,373.02,0.00,438.84,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG001,STD,daily_trade_details,Fixed Income – Municipal Bonds
100067|1|V000001,100067,1,V000001,1660,FGXX|,202605,2026-05-01 00:00:00,2026-05-01 00:00:00,3,2177.86,0.00,2562.18,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Fixed Income – Government Bonds
100068|1|V000001,100068,1,V000001,1639,FGXX|,202605,2026-05-29 00:00:00,2026-05-29 00:00:00,5,1233.66,0.00,1451.36,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Fixed Income – Government Bonds
100069|1|V000001,100069,1,V000001,1618,FCCD|,202605,2026-05-13 00:00:00,2026-05-13 00:00:00,2,1672.05,0.00,1967.12,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Cash Management – Brokered CDs
100070|1|V000001,100070,1,V000001,1611,FCCD|,202605,2026-05-05 00:00:00,2026-05-05 00:00:00,1,950.66,0.00,1118.43,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG002,STD,daily_trade_details,Cash Management – Brokered CDs
100071|1|V000001,100071,1,V000001,1611,LIFE|,202605,2026-05-16 00:00:00,2026-05-16 00:00:00,1,1345.25,0.00,1582.64,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG002,STD,daily_trade_details,Life & Annuities — LIFE
100072|1|V000001,100072,1,V000001,1632,LIFE|,202605,2026-05-21 00:00:00,2026-05-21 00:00:00,4,909.67,0.00,1070.20,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Life & Annuities — LIFE
100073|1|V000001,100073,1,V000001,1660,LEND|SBL,202605,2026-05-05 00:00:00,2026-05-05 00:00:00,3,1778.48,0.00,2092.33,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Lending – Security Based Lending
100074|1|V000001,100074,1,V000001,1597,LEND|SBL,202605,2026-05-20 00:00:00,2026-05-20 00:00:00,4,2569.17,0.00,3022.56,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG000,STD,daily_trade_details,Lending – Security Based Lending
100075|1|V000001,100075,1,V000001,1632,EDK|,202605,2026-05-27 00:00:00,2026-05-27 00:00:00,5,1358.45,0.00,1598.18,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Referrals & Revenue Share – Everyday 401K
100076|1|V000001,100076,1,V000001,1611,EDK|,202605,2026-05-23 00:00:00,2026-05-23 00:00:00,2,1025.69,0.00,1206.69,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG002,STD,daily_trade_details,Referrals & Revenue Share – Everyday 401K
100077|1|V000001,100077,1,V000001,1646,OIS1|,202606,2026-06-11 00:00:00,2026-06-11 00:00:00,3,1022.62,0.00,1203.08,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Managed Accounts — OIS1
100078|1|V000001,100078,1,V000001,1646,OIS1|,202606,2026-06-11 00:00:00,2026-06-11 00:00:00,4,2525.86,0.00,2971.59,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Managed Accounts — OIS1
100079|1|V000001,100079,1,V000001,1625,JPMC|,202606,2026-06-04 00:00:00,2026-06-04 00:00:00,5,2177.94,0.00,2562.28,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG004,STD,daily_trade_details,Managed Accounts — JPMC
100080|1|V000001,100080,1,V000001,1618,JPMC|,202606,2026-06-22 00:00:00,2026-06-22 00:00:00,5,1662.12,0.00,1955.44,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Managed Accounts — JPMC
100081|1|V000001,100081,1,V000001,1597,MAP|,202606,2026-06-23 00:00:00,2026-06-23 00:00:00,2,2491.91,0.00,2931.66,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG000,STD,daily_trade_details,Managed Accounts — MAP
100082|1|V000001,100082,1,V000001,1646,MAP|,202606,2026-06-03 00:00:00,2026-06-03 00:00:00,4,2134.68,0.00,2511.38,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Managed Accounts — MAP
100083|1|V000001,100083,1,V000001,1646,ITMF|,202606,2026-06-09 00:00:00,2026-06-09 00:00:00,2,620.11,0.00,729.54,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Trails – Life & Annuities — ITMF
100084|1|V000001,100084,1,V000001,1639,ITMF|,202606,2026-06-20 00:00:00,2026-06-20 00:00:00,4,2114.88,0.00,2488.09,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Trails – Life & Annuities — ITMF
100085|1|V000001,100085,1,V000001,1660,MMKT|,202606,2026-06-30 00:00:00,2026-06-30 00:00:00,4,1221.85,0.00,1437.47,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Cash Management – Money Market Funds
100086|1|V000001,100086,1,V000001,1653,MMKT|,202606,2026-06-23 00:00:00,2026-06-23 00:00:00,5,384.56,0.00,452.42,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,Cash Management – Money Market Funds
100087|1|V000001,100087,1,V000001,1660,PRDP|,202606,2026-06-25 00:00:00,2026-06-25 00:00:00,2,1767.81,0.00,2079.78,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Cash Management – Premium Deposits
100088|1|V000001,100088,1,V000001,1632,PRDP|,202606,2026-06-19 00:00:00,2026-06-19 00:00:00,4,682.58,0.00,803.03,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Cash Management – Premium Deposits
100089|1|V000001,100089,1,V000001,1632,PCS|,202606,2026-06-01 00:00:00,2026-06-01 00:00:00,1,2521.15,0.00,2966.06,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Referrals & Revenue Share – Situational Partnership
100090|1|V000001,100090,1,V000001,1625,PCS|,202606,2026-06-18 00:00:00,2026-06-18 00:00:00,5,810.60,0.00,953.65,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG004,STD,daily_trade_details,Referrals & Revenue Share – Situational Partnership
100091|1|V000001,100091,1,V000001,1660,529T|,202606,2026-06-15 00:00:00,2026-06-15 00:00:00,5,808.37,0.00,951.03,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,529 Plans
100092|1|V000001,100092,1,V000001,1653,529T|,202606,2026-06-16 00:00:00,2026-06-16 00:00:00,1,646.71,0.00,760.84,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,529 Plans
100093|1|V000001,100093,1,V000001,1625,DAF|,202606,2026-06-04 00:00:00,2026-06-04 00:00:00,2,1256.74,0.00,1478.52,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG004,STD,daily_trade_details,Donor Advised Funds
100094|1|V000001,100094,1,V000001,1632,DAF|,202606,2026-06-07 00:00:00,2026-06-07 00:00:00,5,1017.35,0.00,1196.88,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Donor Advised Funds
100095|1|V000001,100095,1,V000001,1646,STRT|,202606,2026-06-24 00:00:00,2026-06-24 00:00:00,4,1101.09,0.00,1295.40,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Structured Products
100096|1|V000001,100096,1,V000001,1632,STRT|,202606,2026-06-01 00:00:00,2026-06-01 00:00:00,3,0.00,454.50,534.71,0.85,9E,false,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Structured Products
100097|1|V000001,100097,1,V000001,1604,ELIS|EQ,202606,2026-06-24 00:00:00,2026-06-24 00:00:00,2,1857.42,0.00,2185.20,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG001,STD,daily_trade_details,Equities
100098|1|V000001,100098,1,V000001,1653,ELIS|EQ,202606,2026-06-18 00:00:00,2026-06-18 00:00:00,4,701.24,0.00,824.99,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,Equities
100099|1|V000001,100099,1,V000001,1646,ELIS|OP,202606,2026-06-06 00:00:00,2026-06-06 00:00:00,2,833.27,0.00,980.32,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Options
100100|1|V000001,100100,1,V000001,1639,ELIS|OP,202606,2026-06-29 00:00:00,2026-06-29 00:00:00,2,1209.84,0.00,1423.34,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Options
100101|1|V000001,100101,1,V000001,1646,FCXX|,202606,2026-06-23 00:00:00,2026-06-23 00:00:00,2,1662.07,0.00,1955.37,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Fixed Income – Corporate Bonds
100102|1|V000001,100102,1,V000001,1618,FCXX|,202606,2026-06-26 00:00:00,2026-06-26 00:00:00,1,940.19,0.00,1106.11,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Fixed Income – Corporate Bonds
100103|1|V000001,100103,1,V000001,1660,FMXX|,202606,2026-06-06 00:00:00,2026-06-06 00:00:00,3,534.03,0.00,628.27,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,,STD,daily_trade_details,Fixed Income – Municipal Bonds
100104|1|V000001,100104,1,V000001,1632,FMXX|,202606,2026-06-22 00:00:00,2026-06-22 00:00:00,4,753.27,0.00,886.20,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG005,STD,daily_trade_details,Fixed Income – Municipal Bonds
100105|1|V000001,100105,1,V000001,1653,FGXX|,202606,2026-06-13 00:00:00,2026-06-13 00:00:00,5,2521.61,0.00,2966.60,0.85,__NONE__,true,0.00,0.00,0.00,0.0,0.00,RPG008,STD,daily_trade_details,Fixed Income – Government Bonds
